Ind,Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,A_minus_xAG,KP,Final_Third,PPA,CrsPA,Prog,Url
500,2023,Celta Vigo,La Liga,Carles Pérez,ESP,"FW,MF",24-271,1998,6.7,149,172,86.6,2112,286,86,95,90.5,46,50,92,8,13,61.5,2,0.4,0.2,1.6,7,7,1,0,5,https://fbref.com/en/players/a8f21b9f/Carles-Perez
501,2023,Celta Vigo,La Liga,Óscar Rodríguez Arnaiz,ESP,MF,24-139,1998,11.1,482,608,79.3,7917,2301,261,287,90.9,153,188,81.4,51,98,52,0,1,1,-1,14,66,7,1,35,https://fbref.com/en/players/19709006/Oscar-Rodriguez-Arnaiz
502,2023,Celta Vigo,La Liga,Augusto Solari,ARG,"MF,FW",30-315,1992,2.1,76,95,80,1102,268,42,47,89.4,27,31,87.1,4,8,50,1,0.2,0.3,0.8,3,6,2,0,7,https://fbref.com/en/players/3ca6106c/Augusto-Solari
503,2023,Celta Vigo,La Liga,Jørgen Strand Larsen,NOR,FW,22-281,2000,7.7,83,122,68,1039,136,56,77,72.7,17,25,68,3,6,50,2,1.2,0.4,0.8,4,5,1,0,2,https://fbref.com/en/players/f553b2b3/Jorgen-Strand-Larsen
504,2023,Celta Vigo,La Liga,Williot Swedberg,SWE,MF,18-286,2004,0.4,11,12,91.7,148,37,7,8,87.5,3,3,100,0,0,NA,0,0,0.1,0,0,1,1,0,2,https://fbref.com/en/players/184fe4b2/Williot-Swedberg
505,2023,Celta Vigo,La Liga,Renato Tapia,PER,MF,27-109,1995,7.1,316,366,86.3,5850,1432,134,148,90.5,130,142,91.5,46,65,70.8,0,0.7,0.4,-0.7,8,31,3,0,28,https://fbref.com/en/players/34269bdf/Renato-Tapia
506,2023,Celta Vigo,La Liga,Kevin Vázquez,ESP,MF,29-236,1993,0.8,27,35,77.1,415,186,14,17,82.4,8,10,80,2,4,50,0,0.1,0.1,-0.1,2,6,2,1,3,https://fbref.com/en/players/ee923664/Kevin-Vazquez
507,2023,Celta Vigo,La Liga,Gabriel Veiga,ESP,MF,20-171,2002,6.4,192,247,77.7,3209,867,90,110,81.8,75,96,78.1,19,26,73.1,1,0.4,0.5,0.6,6,23,3,2,18,https://fbref.com/en/players/35a6e5c7/Gabriel-Veiga
508,2023,Chelsea,Premier League,Kepa Arrizabalaga,ESP,GK,28-042,1994,5.5,156,200,78,3616,2343,58,58,100,53,53,100,44,88,50,0,0,0,0,0,3,0,0,0,https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga
509,2023,Chelsea,Premier League,Pierre-Emerick Aubameyang,GAB,FW,33-149,1989,3.4,42,58,72.4,543,115,29,37,78.4,11,14,78.6,1,2,50,0,0.3,0.1,-0.3,3,1,2,1,4,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang
510,2023,Chelsea,Premier League,César Azpilicueta,ESP,DF,33-078,1989,7.5,417,519,80.3,6073,2104,244,265,92.1,157,194,80.9,9,42,21.4,0,0.7,0.7,-0.7,8,16,11,2,28,https://fbref.com/en/players/53cad200/Cesar-Azpilicueta
511,2023,Chelsea,Premier League,Armando Broja,ALB,FW,21-065,2001,3.3,33,53,62.3,466,54,21,33,63.6,9,15,60,2,3,66.7,0,0.1,0.1,-0.1,1,1,1,0,2,https://fbref.com/en/players/97220da2/Armando-Broja
512,2023,Chelsea,Premier League,Trevoh Chalobah,ENG,DF,23-132,1999,8,433,478,90.6,8189,2340,143,158,90.5,246,258,95.3,39,51,76.5,0,0,0.1,0,0,18,1,0,10,https://fbref.com/en/players/5515376c/Trevoh-Chalobah
513,2023,Chelsea,Premier League,Ben Chilwell,ENG,"DF,MF",25-328,1996,4.7,238,307,77.5,3324,847,156,171,91.2,65,83,78.3,11,34,32.4,1,0.1,0.2,0.9,1,10,1,1,8,https://fbref.com/en/players/d2424d1b/Ben-Chilwell
514,2023,Chelsea,Premier League,Carney Chukwuemeka,ENG,MF,19-025,2003,0.5,17,21,81,244,56,11,14,78.6,3,3,100,1,1,100,0,0,0,0,1,4,0,0,1,https://fbref.com/en/players/b2f9c73e/Carney-Chukwuemeka
515,2023,Chelsea,Premier League,Marc Cucurella,ESP,DF,24-115,1998,9.4,536,647,82.8,8447,2687,282,304,92.8,200,228,87.7,35,66,53,2,0.3,0.4,1.7,6,40,7,6,24,https://fbref.com/en/players/1daec722/Marc-Cucurella
516,2023,Chelsea,Premier League,Wesley Fofana,FRA,DF,21-332,2000,2,172,190,90.5,2685,658,81,85,95.3,87,93,93.5,2,10,20,0,0,0.1,0,0,5,0,0,3,https://fbref.com/en/players/132a82f1/Wesley-Fofana
517,2023,Chelsea,Premier League,Conor Gallagher,ENG,"MF,FW",22-281,2000,5.5,216,280,77.1,3198,723,126,142,88.7,68,86,79.1,12,27,44.4,1,1.3,0.9,-0.3,10,16,8,4,14,https://fbref.com/en/players/c2731c10/Conor-Gallagher
518,2023,Chelsea,Premier League,Lewis Hall,ENG,DF,18-067,2004,0.8,20,29,69,441,202,9,10,90,5,10,50,6,8,75,0,0.1,0.1,-0.1,2,1,0,0,1,https://fbref.com/en/players/da011f18/Lewis-Hall
519,2023,Chelsea,Premier League,Kai Havertz,GER,"FW,MF",23-156,1999,9.8,231,291,79.4,2823,681,148,179,82.7,62,71,87.3,4,6,66.7,0,0.4,0.7,-0.4,7,15,10,1,19,https://fbref.com/en/players/fed7cb61/Kai-Havertz
520,2023,Chelsea,Premier League,Reece James,ENG,"DF,MF",22-341,1999,6.2,381,443,86,6133,1594,204,217,94,137,157,87.3,31,47,66,1,1.6,1.2,-0.6,9,23,8,2,23,https://fbref.com/en/players/1265a93a/Reece-James
521,2023,Chelsea,Premier League,Jorginho,ITA,MF,30-329,1991,10,516,612,84.3,8028,2324,270,299,90.3,202,236,85.6,30,47,63.8,0,0.2,0.3,-0.2,4,65,7,0,44,https://fbref.com/en/players/45db685d/Jorginho
522,2023,Chelsea,Premier League,N'Golo Kanté,FRA,MF,31-230,1991,1.9,107,129,82.9,1516,296,70,73,95.9,31,39,79.5,3,7,42.9,0,0.3,0.3,-0.3,3,9,3,1,4,https://fbref.com/en/players/b9fbae28/NGolo-Kante
523,2023,Chelsea,Premier League,Kalidou Koulibaly,SEN,DF,31-147,1991,8.2,527,621,84.9,9304,3820,246,262,93.9,221,255,86.7,49,87,56.3,0,0.2,0.2,-0.2,2,47,3,0,33,https://fbref.com/en/players/da974c7b/Kalidou-Koulibaly
524,2023,Chelsea,Premier League,Mateo Kovačić,CRO,MF,28-192,1994,7.1,404,485,83.3,6778,2034,196,225,87.1,162,181,89.5,31,53,58.5,1,0.5,0.7,0.5,8,68,8,1,50,https://fbref.com/en/players/79c0821a/Mateo-Kovacic
525,2023,Chelsea,Premier League,Ruben Loftus-Cheek,ENG,"MF,DF",26-295,1996,10.6,461,546,84.4,6917,1888,272,308,88.3,157,176,89.2,23,29,79.3,0,0.9,1.2,-0.9,7,50,10,0,42,https://fbref.com/en/players/e97fd090/Ruben-Loftus-Cheek
526,2023,Chelsea,Premier League,Edouard Mendy,SEN,GK,30-258,1992,8.5,213,268,79.5,4987,3402,69,69,100,87,88,98.9,53,107,49.5,0,0,0,0,0,4,0,0,0,https://fbref.com/en/players/33887998/Edouard-Mendy
527,2023,Chelsea,Premier League,Mason Mount,ENG,"MF,FW",23-308,1999,11.4,375,496,75.6,5684,1583,220,257,85.6,107,139,77,30,54,55.6,2,1.6,1.5,0.4,18,43,18,5,36,https://fbref.com/en/players/9674002f/Mason-Mount
528,2023,Chelsea,Premier League,Christian Pulisic,USA,"FW,DF",24-057,1998,4.7,132,166,79.5,1742,327,89,102,87.3,32,41,78,5,9,55.6,1,0.5,0.2,0.5,9,8,1,0,5,https://fbref.com/en/players/1bf33a9a/Christian-Pulisic
529,2023,Chelsea,Premier League,Thiago Silva,BRA,DF,38-053,1984,11.9,805,900,89.4,15587,6385,276,291,94.8,441,460,95.9,82,132,62.1,2,0.4,0.3,1.6,3,54,7,0,43,https://fbref.com/en/players/86e7deaf/Thiago-Silva
530,2023,Chelsea,Premier League,Raheem Sterling,ENG,"FW,MF",27-341,1994,10.6,232,318,73,2925,684,139,167,83.2,65,87,74.7,9,14,64.3,1,2.1,1.5,-1.1,18,11,20,5,24,https://fbref.com/en/players/b400bde0/Raheem-Sterling
531,2023,Chelsea,Premier League,Hakim Ziyech,MAR,"MF,FW",29-240,1993,1.7,57,87,65.5,1126,272,29,32,90.6,18,32,56.3,10,16,62.5,0,0.1,0.1,-0.1,4,6,2,0,4,https://fbref.com/en/players/6622454d/Hakim-Ziyech
532,2023,Clermont Foot,Ligue 1,Jim Allevinah,GAB,"FW,MF",27-260,1995,6.1,142,179,79.3,1952,347,83,97,85.6,43,53,81.1,5,9,55.6,0,0.7,0.7,-0.7,3,11,2,0,6,https://fbref.com/en/players/1956b948/Jim-Allevinah
533,2023,Clermont Foot,Ligue 1,Komnen Andrić,SRB,FW,27-136,1995,11.2,229,301,76.1,3478,479,123,161,76.4,72,89,80.9,17,20,85,1,0.4,0.6,0.6,8,17,2,0,9,https://fbref.com/en/players/af3ddb2e/Komnen-Andric
534,2023,Clermont Foot,Ligue 1,Brandon Baiye,BEL,MF,21-322,2000,0.6,25,30,83.3,384,120,13,14,92.9,9,12,75,2,2,100,0,0.1,0.1,-0.1,1,1,0,0,1,https://fbref.com/en/players/7e3e825e/Brandon-Baiye
535,2023,Clermont Foot,Ligue 1,Jérémie Bela,ANG,DF,29-220,1993,6.3,127,186,68.3,1739,810,74,94,78.7,41,59,69.5,3,12,25,1,0.2,0.4,0.8,2,14,6,2,14,https://fbref.com/en/players/5680bf3f/Jeremie-Bela
536,2023,Clermont Foot,Ligue 1,Jason Berthomier,FRA,MF,32-312,1990,0.3,19,19,100,248,34,13,13,100,4,4,100,1,1,100,0,0,0,0,0,1,0,0,1,https://fbref.com/en/players/03e91055/Jason-Berthomier
537,2023,Clermont Foot,Ligue 1,Jean-Claude Billong,CMR,MF,28-321,1993,0.3,33,34,97.1,619,231,10,10,100,21,21,100,2,3,66.7,0,0,0,0,0,0,0,0,2,https://fbref.com/en/players/a3e1d20d/Jean-Claude-Billong
538,2023,Clermont Foot,Ligue 1,Neto Borges,BRA,DF,26-062,1996,11,422,540,78.1,6579,2502,218,251,86.9,180,229,78.6,18,36,50,0,1.5,1.7,-1.5,15,24,22,10,39,https://fbref.com/en/players/9f936061/Neto-Borges
539,2023,Clermont Foot,Ligue 1,Maximiliano Caufriez,BEL,DF,25-271,1997,8.8,369,417,88.5,6760,2233,137,153,89.5,182,195,93.3,39,53,73.6,0,0,0.1,0,0,30,2,0,33,https://fbref.com/en/players/c92c24f0/Maximiliano-Caufriez
540,2023,Clermont Foot,Ligue 1,Souleymane Cissé,FRA,DF,20-098,2002,0,0,1,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/ff4d0258/Souleymane-Cisse
541,2023,Clermont Foot,Ligue 1,Baila Diallo,FRA,DF,21-143,2001,0.4,14,24,58.3,236,84,4,7,57.1,9,13,69.2,0,2,0,0,0,0.1,0,0,0,1,0,1,https://fbref.com/en/players/fb55f63a/Baila-Diallo
542,2023,Clermont Foot,Ligue 1,Mory Diaw,SEN,GK,29-145,1993,15,362,535,67.7,11468,8797,54,54,100,148,156,94.9,157,320,49.1,0,0.1,0.1,-0.1,2,15,2,0,0,https://fbref.com/en/players/f41a69e6/Mory-Diaw
543,2023,Clermont Foot,Ligue 1,Jodel Dossou,BEN,"MF,DF",30-242,1992,2.8,37,57,64.9,526,184,24,30,80,10,18,55.6,2,5,40,0,0.2,0.1,-0.2,3,5,1,1,4,https://fbref.com/en/players/a1dbfcb1/Jodel-Dossou
544,2023,Clermont Foot,Ligue 1,Johan Gastien,FRA,MF,34-293,1988,13.5,879,1060,82.9,17278,5932,304,341,89.1,417,474,88,126,200,63,2,1.1,1.4,0.9,14,102,11,2,81,https://fbref.com/en/players/868eaba0/Johan-Gastien
545,2023,Clermont Foot,Ligue 1,Maxime Gonalons,FRA,MF,33-249,1989,5.9,269,304,88.5,4995,1572,102,114,89.5,138,145,95.2,25,35,71.4,0,0,0.1,0,0,24,2,0,27,https://fbref.com/en/players/b8c1de25/Maxime-Gonalons
546,2023,Clermont Foot,Ligue 1,Saîf-Eddine Khaoui,TUN,"MF,FW",27-201,1995,8.2,190,277,68.6,2886,967,98,124,79,63,83,75.9,16,43,37.2,2,1.3,0.8,0.7,15,17,2,1,14,https://fbref.com/en/players/796b1c41/Saif-Eddine-Khaoui
547,2023,Clermont Foot,Ligue 1,Grejohn Kyei,FRA,FW,27-094,1995,6.6,88,127,69.3,1312,187,46,62,74.2,26,35,74.3,8,12,66.7,1,0.3,0.4,0.7,3,5,2,1,5,https://fbref.com/en/players/397ba086/Grejohn-Kyei
548,2023,Clermont Foot,Ligue 1,Yohann Magnin,FRA,"MF,DF",25-146,1997,10.5,439,532,82.5,7359,2278,202,226,89.4,171,205,83.4,44,67,65.7,0,0.5,0.7,-0.5,8,42,7,2,41,https://fbref.com/en/players/caa7aaea/Yohann-Magnin
549,2023,Clermont Foot,Ligue 1,Yanis Massolin,FRA,MF,20-055,2002,0.4,24,30,80,416,103,11,13,84.6,11,13,84.6,2,3,66.7,0,0,0,0,0,3,0,0,2,https://fbref.com/en/players/6ea05ca7/Yanis-Massolin
550,2023,Clermont Foot,Ligue 1,Arial Mendy,SEN,DF,28-007,1994,2.5,82,120,68.3,1347,382,42,55,76.4,32,45,71.1,7,14,50,0,0.1,0.3,-0.1,1,7,4,2,6,https://fbref.com/en/players/9f0f4b49/Arial-Mendy
551,2023,Clermont Foot,Ligue 1,Florent Ogier,FRA,DF,33-238,1989,7.5,322,383,84.1,6021,2793,126,136,92.6,146,172,84.9,40,59,67.8,1,0.7,0.4,0.3,3,26,0,0,18,https://fbref.com/en/players/6993927b/Florent-Ogier
552,2023,Clermont Foot,Ligue 1,Elba Rashani,KVX,"DF,MF",29-189,1993,8.5,205,289,70.9,2935,686,111,131,84.7,76,98,77.6,6,26,23.1,1,1.2,0.6,-0.2,6,10,4,1,16,https://fbref.com/en/players/25749008/Elba-Rashani
553,2023,Clermont Foot,Ligue 1,Muhammed Saracevic Cham,AUT,MF,22-049,2000,9.6,368,462,79.7,5920,1612,179,205,87.3,127,151,84.1,35,59,59.3,2,1.2,1.5,0.8,16,35,16,1,37,https://fbref.com/en/players/f527a32c/Muhammed-Saracevic-Cham
554,2023,Clermont Foot,Ligue 1,Alidu Seidu,GHA,DF,22-163,2000,13.5,576,655,87.9,9622,2700,260,276,94.2,254,282,90.1,42,67,62.7,0,0.3,0.5,-0.3,5,22,10,6,27,https://fbref.com/en/players/cea59f02/Alidu-Seidu
555,2023,Clermont Foot,Ligue 1,Mateusz Wieteska,POL,DF,25-276,1997,15,628,756,83.1,11456,4749,250,277,90.3,316,359,88,53,103,51.5,1,0.3,0.4,0.7,3,52,2,0,49,https://fbref.com/en/players/3ecc8c5f/Mateusz-Wieteska
556,2023,Clermont Foot,Ligue 1,Mehdi Zeffane,ALG,"MF,DF",30-179,1992,0.2,3,3,100,74,45,0,0,NA,2,2,100,1,1,100,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c8c02ac7/Mehdi-Zeffane
557,2023,Cremonese,Serie A,Felix Afena-Gyan,GHA,"FW,MF",19-299,2003,2.4,32,40,80,400,64,23,26,88.5,7,8,87.5,1,3,33.3,0,0,0,0,1,1,0,0,1,https://fbref.com/en/players/0154d290/Felix-Afena-Gyan
558,2023,Cremonese,Serie A,Emanuel Aiwum,AUT,DF,21-324,2000,10.7,379,492,77,6472,2405,176,193,91.2,167,208,80.3,28,65,43.1,0,0.4,0.7,-0.4,3,33,7,1,26,https://fbref.com/en/players/d810c13b/Emanuel-Aiwum
559,2023,Cremonese,Serie A,Santiago Ascacíbar,ARG,MF,25-262,1997,7.8,340,415,81.9,5804,2074,175,199,87.9,125,135,92.6,33,54,61.1,0,0.4,0.5,-0.4,8,46,7,2,33,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar
560,2023,Cremonese,Serie A,Jaime Báez,URU,DF,27-203,1995,1.1,32,48,66.7,640,379,8,10,80,13,17,76.5,7,14,50,0,0.1,0.3,-0.1,2,7,2,2,3,https://fbref.com/en/players/dfd24c07/Jaime-Baez
561,2023,Cremonese,Serie A,Matteo Bianchetti,ITA,DF,29-242,1993,10.1,282,360,78.3,5372,2214,106,124,85.5,146,170,85.9,26,57,45.6,0,0.3,0.2,-0.3,2,15,4,1,9,https://fbref.com/en/players/b3a20f18/Matteo-Bianchetti
562,2023,Cremonese,Serie A,Cristian Buonaiuto,ITA,"MF,FW",29-320,1992,4.1,129,200,64.5,1997,679,70,86,81.4,44,68,64.7,9,31,29,0,0.7,0.8,-0.7,9,11,7,2,13,https://fbref.com/en/players/f3a9fa26/Cristian-Buonaiuto
563,2023,Cremonese,Serie A,Marco Carnesecchi,ITA,GK,22-136,2000,6,109,173,63,3426,2558,15,15,100,50,51,98,41,103,39.8,0,0,0,0,0,4,0,0,0,https://fbref.com/en/players/8ec56e62/Marco-Carnesecchi
564,2023,Cremonese,Serie A,Michele Castagnetti,ITA,MF,32-322,1989,3.8,150,214,70.1,2608,1058,72,83,86.7,57,83,68.7,16,38,42.1,0,0.5,0.3,-0.5,10,25,5,1,22,https://fbref.com/en/players/ad92526f/Michele-Castagnetti
565,2023,Cremonese,Serie A,Vlad Chiricheș,ROU,DF,33-000,1989,3.8,99,114,86.8,1878,867,36,39,92.3,53,60,88.3,9,13,69.2,0,0,0,0,1,4,0,0,2,https://fbref.com/en/players/c316607a/Vlad-Chiriches
566,2023,Cremonese,Serie A,Daniel Ciofani,ITA,FW,37-106,1985,2.7,29,55,52.7,427,164,16,23,69.6,7,15,46.7,3,5,60,0,0,0.3,0,2,5,3,0,3,https://fbref.com/en/players/b09a3ecc/Daniel-Ciofani
567,2023,Cremonese,Serie A,Cyriel Dessers,NGA,FW,27-341,1994,9.5,93,150,62,1272,196,53,81,65.4,29,41,70.7,4,9,44.4,0,0.7,0.5,-0.7,13,6,3,0,9,https://fbref.com/en/players/dcb38abe/Cyriel-Dessers
568,2023,Cremonese,Serie A,Samuel Di Carmine,ITA,"FW,MF",34-046,1988,0.3,6,8,75,79,30,4,5,80,0,0,NA,1,1,100,0,0,0,0,0,1,0,0,1,https://fbref.com/en/players/ef94dc2f/Samuel-Di-Carmine
569,2023,Cremonese,Serie A,Gonzalo Escalante,ARG,MF,29-232,1993,6.2,222,290,76.6,3755,1430,99,117,84.6,103,122,84.4,16,36,44.4,1,0.2,0.1,0.8,4,30,2,0,19,https://fbref.com/en/players/3f79a1c8/Gonzalo-Escalante
570,2023,Cremonese,Serie A,Paolo Ghiglione,ITA,DF,25-285,1997,4.2,72,139,51.8,1440,781,22,33,66.7,40,71,56.3,10,26,38.5,1,0.3,0.4,0.7,5,9,9,7,10,https://fbref.com/en/players/71dc23da/Paolo-Ghiglione
571,2023,Cremonese,Serie A,Jack Hendry,SCO,DF,27-191,1995,2.1,105,119,88.2,2063,879,34,36,94.4,57,64,89.1,11,16,68.8,0,0,0,0,0,6,0,0,6,https://fbref.com/en/players/ffed43e3/Jack-Hendry
572,2023,Cremonese,Serie A,Luka Lochoshvili,GEO,DF,24-169,1998,10.7,348,436,79.8,6373,2447,135,150,90,189,211,89.6,23,63,36.5,1,1,0.1,0,4,28,3,1,25,https://fbref.com/en/players/c8ad0857/Luka-Lochoshvili
573,2023,Cremonese,Serie A,Soualiho Meïté,FRA,MF,28-242,1994,7.7,206,262,78.6,3338,944,106,121,87.6,75,86,87.2,18,36,50,0,0.1,0.1,-0.1,4,19,7,1,10,https://fbref.com/en/players/5cec2c74/Soualiho-Meite
574,2023,Cremonese,Serie A,Tommaso Milanese,ITA,MF,20-106,2002,0.1,5,8,62.5,110,37,3,4,75,0,1,0,2,3,66.7,0,0.1,0,-0.1,2,3,0,0,1,https://fbref.com/en/players/b2561711/Tommaso-Milanese
575,2023,Cremonese,Serie A,David Okereke,NGA,FW,25-077,1997,12.8,170,255,66.7,2983,800,81,111,73,64,82,78,20,30,66.7,0,0.9,0.8,-0.9,14,17,18,5,39,https://fbref.com/en/players/d125f22f/David-Okereke
576,2023,Cremonese,Serie A,Charles Pickel,SUI,MF,25-183,1997,11.2,323,397,81.4,5031,1536,175,204,85.8,113,128,88.3,24,39,61.5,0,0.8,0.7,-0.8,9,44,4,0,36,https://fbref.com/en/players/f71ad8cb/Charles-Pickel
577,2023,Cremonese,Serie A,Giacomo Quagliata,ITA,DF,22-268,2000,4.6,121,202,59.9,1980,815,64,73,87.7,48,77,62.3,7,35,20,0,0.4,0.4,-0.4,5,12,6,5,12,https://fbref.com/en/players/1b9c7401/Giacomo-Quagliata
578,2023,Cremonese,Serie A,Ionuț Radu,ROU,GK,25-170,1997,9,221,336,65.8,6117,4390,51,52,98.1,100,102,98,69,177,39,0,0.4,0.1,-0.4,2,10,2,0,0,https://fbref.com/en/players/67f649be/Ionut-Radu
579,2023,Cremonese,Serie A,Leonardo Sernicola,ITA,DF,25-107,1997,10.1,210,326,64.4,3575,1513,110,131,84,67,114,58.8,27,58,46.6,1,0.5,0.6,0.5,11,22,12,10,16,https://fbref.com/en/players/dd7febd8/Leonardo-Sernicola
580,2023,Cremonese,Serie A,Frank Tsadjout,ITA,FW,23-109,1999,1.1,12,21,57.1,152,36,8,14,57.1,4,6,66.7,0,0,NA,1,0.1,0,0.9,1,1,0,0,0,https://fbref.com/en/players/0588a092/Frank-Tsadjout
581,2023,Cremonese,Serie A,Emanuele Valeri,ITA,"DF,FW",23-342,1998,11.2,228,410,55.6,4108,2021,99,125,79.2,88,148,59.5,31,90,34.4,0,0.9,1.2,-0.9,15,18,21,10,27,https://fbref.com/en/players/ec52b661/Emanuele-Valeri
582,2023,Cremonese,Serie A,Johan Vásquez,MEX,DF,24-023,1998,4,94,138,68.1,1531,582,42,56,75,47,61,77,3,14,21.4,0,0,0,0,1,9,0,0,8,https://fbref.com/en/players/5eaed77a/Johan-Vasquez
583,2023,Cremonese,Serie A,Luca Zanimacchia,ITA,"MF,FW",24-118,1998,7.3,188,279,67.4,2812,850,113,143,79,55,86,64,16,34,47.1,0,0.8,0.9,-0.8,11,12,9,2,19,https://fbref.com/en/players/5e834dce/Luca-Zanimacchia
584,2023,Crystal Palace,Premier League,Joachim Andersen,DEN,DF,26-167,1996,13,706,876,80.6,16516,6221,161,177,91,419,452,92.7,121,227,53.3,0,0.4,0.3,-0.4,4,50,4,0,29,https://fbref.com/en/players/e34fc66d/Joachim-Andersen
585,2023,Crystal Palace,Premier League,Jordan Ayew,GHA,"FW,MF",31-064,1991,10,235,294,79.9,3214,635,148,165,89.7,74,92,80.4,7,14,50,1,1.2,1,-0.2,14,8,5,3,14,https://fbref.com/en/players/da052c14/Jordan-Ayew
586,2023,Crystal Palace,Premier League,Nathaniel Clyne,ENG,DF,31-223,1991,6.4,277,333,83.2,4145,1497,153,169,90.5,118,137,86.1,5,22,22.7,0,0.3,0.1,-0.3,4,20,0,0,5,https://fbref.com/en/players/0442183b/Nathaniel-Clyne
587,2023,Crystal Palace,Premier League,Cheick Doucouré,MLI,MF,22-310,2000,10.7,422,485,87,7034,2002,208,229,90.8,168,186,90.3,36,44,81.8,1,1,0.5,0,10,43,2,0,37,https://fbref.com/en/players/ce4f40c7/Cheick-Doucoure
588,2023,Crystal Palace,Premier League,Malcolm Ebiowei,ENG,"MF,FW",19-071,2003,0.4,5,10,50,98,16,2,4,50,2,2,100,1,2,50,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/fa9fa773/Malcolm-Ebiowei
589,2023,Crystal Palace,Premier League,Odsonne Édouard,FRA,FW,24-302,1998,8.5,141,184,76.6,1641,316,101,120,84.2,27,39,69.2,2,4,50,2,0.8,0.4,1.2,10,5,6,0,14,https://fbref.com/en/players/0562b7f1/Odsonne-Edouard
590,2023,Crystal Palace,Premier League,Eberechi Eze,ENG,"MF,FW",24-138,1998,12.7,422,530,79.6,6596,1837,248,276,89.9,124,149,83.2,35,76,46.1,3,2.1,1.4,0.9,24,41,12,1,35,https://fbref.com/en/players/ae4fc6a4/Eberechi-Eze
591,2023,Crystal Palace,Premier League,Vicente Guaita,ESP,GK,35-308,1987,14,353,456,77.4,8727,5589,98,100,98,148,153,96.7,99,192,51.6,0,0,0,0,0,2,0,0,0,https://fbref.com/en/players/ab13a5aa/Vicente-Guaita
592,2023,Crystal Palace,Premier League,Marc Guéhi,ENG,DF,22-124,2000,14,807,908,88.9,15999,5729,263,285,92.3,463,490,94.5,78,125,62.4,0,0.1,0.1,-0.1,2,48,0,0,38,https://fbref.com/en/players/d0706b27/Marc-Guehi
593,2023,Crystal Palace,Premier League,Will Hughes,ENG,MF,27-211,1995,1,44,53,83,654,170,24,27,88.9,15,17,88.2,3,4,75,0,0,0,0,0,5,1,0,5,https://fbref.com/en/players/a0666d3e/Will-Hughes
594,2023,Crystal Palace,Premier League,Jean-Philippe Mateta,FRA,FW,25-139,1997,3.1,41,62,66.1,481,41,26,36,72.2,6,10,60,3,3,100,0,0.5,0,-0.5,4,3,0,0,0,https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta
595,2023,Crystal Palace,Premier League,Luka Milivojević,SRB,MF,31-221,1991,3.1,127,155,81.9,2178,654,58,63,92.1,56,68,82.4,10,16,62.5,0,0,0,0,1,11,1,0,8,https://fbref.com/en/players/2ce2508a/Luka-Milivojevic
596,2023,Crystal Palace,Premier League,Tyrick Mitchell,ENG,DF,23-074,1999,10.9,420,580,72.4,6787,3269,208,251,82.9,180,225,80,23,69,33.3,2,0.6,0.7,1.4,5,37,8,2,36,https://fbref.com/en/players/5cbd1eb0/Tyrick-Mitchell
597,2023,Crystal Palace,Premier League,Michael Olise,FRA,"MF,FW",20-337,2001,8.4,282,390,72.3,4624,1197,153,174,87.9,94,124,75.8,27,64,42.2,2,1.7,1.3,0.3,19,20,12,4,20,https://fbref.com/en/players/c4486bac/Michael-Olise
598,2023,Crystal Palace,Premier League,Chris Richards,USA,DF,22-231,2000,0.5,17,23,73.9,240,75,10,13,76.9,7,9,77.8,0,1,0,0,0.3,0,-0.3,1,0,0,0,1,https://fbref.com/en/players/0a3d6d2b/Chris-Richards
599,2023,Crystal Palace,Premier League,Jaïro Riedewald,NED,"DF,FW",26-066,1996,0.5,26,35,74.3,351,74,17,18,94.4,9,13,69.2,0,2,0,0,0,0,0,0,1,0,0,1,https://fbref.com/en/players/7a1f2c08/Jairo-Riedewald
600,2023,Crystal Palace,Premier League,Jeffrey Schlupp,GHA,MF,29-326,1992,12.2,362,460,78.7,5706,1406,176,208,84.6,141,169,83.4,28,48,58.3,0,0.3,0.3,-0.3,5,33,4,0,24,https://fbref.com/en/players/3312f911/Jeffrey-Schlupp
601,2023,Crystal Palace,Premier League,James Tomkins,ENG,DF,33-230,1989,0.5,19,25,76,381,86,3,5,60,15,16,93.8,1,4,25,0,0,0,0,0,0,0,0,1,https://fbref.com/en/players/e7ca0439/James-Tomkins
602,2023,Crystal Palace,Premier League,Joel Ward,ENG,DF,33-016,1989,11.3,407,535,76.1,6559,2878,205,231,88.7,162,201,80.6,26,75,34.7,0,0.1,0.1,-0.1,2,26,2,0,22,https://fbref.com/en/players/8a7ff278/Joel-Ward
